Fri Jul 18 09:27:21 CST 2025

Device Version Info = 4500_2_11
BQZ Device Name = bq40z50R2
BQZ Firmware Version = V2_11_BLD52

Design Capacity = 4705
Design Voltage = 7260
Specification Info = 0x0031
Manufacturer Date = 1980-1-1
Serial Number = 0x0000
Manufacturer Name = Inventus
Device Name = bq40z50-R2
Device Chemistry = LION

Sample,DateTime,ElapsedTime,ManufAccess,RemCapAlarm,RemTimeAlarm,BattMode,@Rate(@),@TimeFull,@TimeEmpty,@RateOK,Temperature,Voltage,Current,AvgCurr,MaxErr,RSOC,ASOC,RemCap,FullChgCap,RunTimeEmty,AvgTimeEmty,AvgTimeFull,ChgCurr,ChgVolt,BattStat,CycleCnt,MaxTurboPwr,SusTurboPwr,MaxTurboCurr,SusTurboCurr,SoH,OpStatA,OpStatB,TempRange,ChgStat,GaugeStat,ITStat,MfgStat,SafetyAlertAB,SafetyStatAB,SafetyAlertCD,SafetyStatCD,PFAlertAB,PFStatAB,PFAlertCD,PFStatCD,CellVolt1,CellVolt2,CellVolt3,CellVolt4,vBAT,vPACK,CellCurr1,CellCurr2,CellCurr3,CellCurr4,CellPower1,CellPower2,CellPower3,CellPower4,Power,AvgPow,IntTemp,TS1Temp,TS2Temp,TS3Temp,TS4Temp,CellTemp,FETTemp,GaugeTemp,FltRemQ,FltRemE,FltFullChgQ,FltFullChgE,NoLoadRemCap,TrueRemQ,TrueRemE,InitialQ,InitialE,TrueFullChgQ,TrueFullChgE,T_sim,T_ambient,RaScale1,RaScale2,RaScale3,RaScale4,CompRes1,CompRes2,CompRes3,CompRes4,PackGrid,LStatus,CellGrid1,CellGrid2,CellGrid3,CellGrid4,StateTime,DOD0_1,DOD0_2,DOD0_3,DOD0_4,DOD0 Passed Q,DOD0 Passed E,DOD0 Time,DODEOC_1,DODEOC_2,DODEOC_3,DODEOC_4,QMax1,QMax2,QMax3,QMax4,QMaxDOD0_1,QMaxDOD0_2,QMaxDOD0_3,QMaxDOD0_4,QMaxPassedQ,QMaxTime,Tk,Ta,RawDOD_1,RawDOD_2,RawDOD_3,RawDOD_4,CBTime1,CBTime2,CBTime3,CBTime4,CBDOD_1,CBDOD_2,CBDOD_3,CBDOD_4,CBTotalDODChg,SOH_FC_Q,SOH_FC_E,LogRowTime(ms),LogStatus
11,2025-07-18 09:28:06,44.105,0x0187,0,0,0x6001,0,65535,65535,1,27.7,8014,-4691,-4472,1,100,95,4438,4438,57,60,65535,0,8400,0x00E0,0,-13916,-7356,-18820,-9410,100,0x0187,0x0000,0x08,0x0048,0x4A,0x0100,0x0010,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,4006,4006,0,0,8012,7976,-4690,-4692,0,0,-1879,-1880,0,0,-3758,-3597,28.8,27.7,196.5,196.1,196.5,27.7,-273.2,27.7,4494,3253,4438,3205,5158,4492,3251,-111,-92,4437,3204,25.9,25.8,1000,1000,0,0,0,0,0,0,1,2,1,1,0,0,42,35,51,0,0,56,45,0,352,400,0,0,5252,5230,0,0,0,0,0,0,-3551,268,10.0,18000,40,56,0,0,0,0,0,0,0,0,0,0,0,4727,3502,1206,SUCCESS
12,2025-07-18 09:28:10,48.118,0x0187,0,0,0x6001,0,65535,65535,1,27.9,8007,-4691,-4524,1,100,95,4438,4438,57,59,65535,0,8400,0x00E0,0,-13908,-7352,-18820,-9410,100,0x0187,0x0000,0x08,0x0048,0x4A,0x0100,0x0010,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,4003,4003,0,0,8004,7968,-4691,-4693,0,0,-1878,-1879,0,0,-3755,-3636,29.0,27.9,196.3,196.1,196.3,27.9,-273.2,27.9,4488,3249,4438,3205,5153,4487,3247,-111,-92,4437,3204,25.9,25.8,1000,1000,0,0,0,0,0,0,1,2,1,1,0,0,46,35,51,0,0,61,49,0,352,400,0,0,5252,5230,0,0,0,0,0,0,-3546,268,10.0,18000,40,56,0,0,0,0,0,0,0,0,0,0,0,4727,3502,1261,SUCCESS
13,2025-07-18 09:28:14,52.125,0x0187,0,0,0x6001,0,65535,65535,1,28.0,8001,-4691,-4564,1,100,95,4438,4438,57,58,65535,0,8400,0x00E0,0,-13901,-7348,-18820,-9410,100,0x0187,0x0000,0x08,0x0048,0x4A,0x0100,0x0010,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,4000,4000,0,0,7998,7963,-4692,-4694,0,0,-1877,-1878,0,0,-3752,-3664,29.2,28.1,196.1,196.1,196.3,28.1,-273.2,28.1,4483,3245,4438,3205,5148,4482,3243,-111,-92,4437,3204,25.9,25.8,1000,1000,0,0,0,0,0,0,1,2,1,1,0,0,50,35,51,0,0,66,53,0,352,400,0,0,5252,5230,0,0,0,0,0,0,-3540,268,10.0,18000,40,56,0,0,0,0,0,0,0,0,0,0,0,4727,3502,1283,SUCCESS
14,2025-07-18 09:28:18,56.127,0x0187,0,0,0x6001,0,65535,65535,1,28.2,7995,-4691,-4595,1,100,95,4438,4438,57,58,65535,0,8400,0x00E0,0,-13891,-7344,-18820,-9410,100,0x0187,0x0000,0x08,0x0044,0x4A,0x0100,0x0010,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,3997,3997,0,0,7994,7956,-4689,-4693,0,0,-1874,-1876,0,0,-3749,-3685,29.3,28.2,196.3,196.3,196.3,28.2,-273.2,28.2,4478,3241,4438,3205,5144,4476,3238,-111,-92,4437,3204,25.9,25.8,1000,1000,0,0,0,0,0,0,1,2,1,1,0,0,54,35,51,0,0,72,58,0,352,400,0,0,5252,5230,0,0,0,0,0,0,-3535,268,10.0,18000,40,56,0,0,0,0,0,0,0,0,0,0,0,4727,3502,1171,SUCCESS
15,2025-07-18 09:28:22,60.138,0x0187,0,0,0x6001,0,65535,65535,1,28.3,7989,-4691,-4618,1,100,95,4438,4438,57,58,65535,0,8400,0x00E0,0,-13884,-7340,-18820,-9410,100,0x0187,0x0000,0x08,0x0044,0x4A,0x0100,0x0010,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,3994,3994,0,0,7988,7951,-4690,-4693,0,0,-1873,-1874,0,0,-3746,-3700,29.5,28.3,196.1,196.4,196.3,28.3,-273.2,28.3,4473,3237,4438,3205,5139,4471,3235,-111,-92,4437,3204,25.9,25.8,1000,1000,0,0,0,0,0,0,1,2,1,1,0,0,58,35,51,0,0,77,61,0,352,400,0,0,5252,5230,0,0,0,0,0,0,-3530,268,10.0,18000,40,56,0,0,0,0,0,0,0,0,0,0,0,4727,3502,1180,SUCCESS
16,2025-07-18 09:28:26,64.154,0x0187,0,0,0x6001,0,65535,65535,1,28.6,7984,-4690,-4635,1,100,95,4438,4438,57,57,65535,0,8400,0x00E0,0,-13874,-7335,-18820,-9410,100,0x0187,0x0000,0x08,0x0044,0x4A,0x0100,0x0010,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,3991,3992,0,0,7982,7947,-4693,-4693,0,0,-1873,-1873,0,0,-3745,-3711,29.7,28.6,196.5,196.5,196.5,28.6,-273.2,28.6,4468,3232,4438,3205,5133,4466,3231,-111,-92,4437,3204,25.9,25.8,1000,1000,0,0,0,0,0,0,1,2,1,1,0,0,62,35,51,0,0,82,65,0,352,400,0,0,5252,5230,0,0,0,0,0,0,-3525,268,10.0,18000,40,56,0,0,0,0,0,0,0,0,0,0,0,4727,3502,1228,SUCCESS
17,2025-07-18 09:28:30,68.163,0x0187,0,0,0x6001,0,65535,65535,1,28.6,7979,-4691,-4648,1,100,95,4438,4438,57,57,65535,0,8400,0x00E0,0,-13867,-7331,-18820,-9410,100,0x0187,0x0000,0x08,0x0044,0x4A,0x0100,0x0010,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,3989,3989,0,0,7978,7942,-4692,-4693,0,0,-1872,-1872,0,0,-3742,-3719,29.9,28.6,196.8,196.3,196.5,28.6,-273.2,28.6,4463,3228,4438,3205,5128,4461,3227,-111,-92,4437,3204,25.9,25.8,1000,1000,0,0,0,0,0,0,1,2,1,1,0,0,66,35,51,0,0,87,69,0,352,400,0,0,5252,5230,0,0,0,0,0,0,-3520,268,10.0,18000,40,56,0,0,0,0,0,0,0,0,0,0,0,4727,3502,1232,SUCCESS
18,2025-07-18 09:28:34,72.165,0x0187,0,0,0x6001,0,65535,65535,1,28.7,7975,-4690,-4658,1,100,95,4438,4438,57,57,65535,0,8400,0x00E0,0,-13857,-7327,-18820,-9410,100,0x0187,0x0000,0x08,0x0044,0x4A,0x0100,0x0010,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,3987,3988,0,0,7973,7936,-4692,-4690,0,0,-1871,-1870,0,0,-3741,-3724,30.0,28.8,196.3,196.3,197.5,28.8,-273.2,28.8,4457,3224,4438,3205,5123,4456,3223,-111,-92,4437,3204,25.9,25.8,1000,1000,0,0,0,0,0,0,1,2,1,1,0,0,70,35,51,0,0,92,73,0,352,400,0,0,5252,5230,0,0,0,0,0,0,-3515,268,10.0,18000,40,56,0,0,0,0,0,0,0,0,0,0,0,4727,3502,1280,SUCCESS
19,2025-07-18 09:28:38,76.179,0x0187,0,0,0x6001,0,65535,65535,1,28.9,7971,-4691,-4666,1,100,95,4438,4438,57,57,65535,0,8400,0x00E0,0,-13850,-7323,-18820,-9410,100,0x0187,0x0000,0x08,0x0044,0x4A,0x0100,0x0010,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,3985,3985,0,0,7970,7933,-4692,-4690,0,0,-1870,-1869,0,0,-3738,-3728,30.2,29.0,196.3,194.9,196.1,29.0,-273.2,29.0,4452,3220,4438,3205,5118,4450,3218,-111,-92,4437,3204,25.9,25.8,1000,1000,0,0,0,0,0,0,1,2,1,1,0,0,74,35,51,0,0,98,78,0,352,400,0,0,5252,5230,0,0,0,0,0,0,-3509,268,10.0,18000,40,56,0,0,0,0,0,0,0,0,0,0,0,4727,3502,1293,SUCCESS
20,2025-07-18 09:28:42,80.193,0x0187,0,0,0x6001,0,65535,65535,1,29.1,7967,-4691,-4672,1,100,95,4438,4438,57,57,65535,0,8400,0x00E0,0,-13840,-7318,-18820,-9410,100,0x0187,0x0000,0x08,0x0044,0x4A,0x0100,0x0010,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,3982,3983,0,0,7965,7929,-4693,-4692,0,0,-1869,-1869,0,0,-3737,-3730,30.3,29.1,196.3,196.1,196.5,29.1,-273.2,29.1,4447,3216,4438,3205,5112,4446,3215,-111,-92,4437,3204,25.9,25.8,1000,1000,0,0,0,0,0,0,1,2,1,1,0,0,78,35,51,0,0,103,82,0,352,400,0,0,5252,5230,0,0,0,0,0,0,-3504,268,10.0,18000,40,56,0,0,0,0,0,0,0,0,0,0,0,4727,3502,1249,SUCCESS
21,2025-07-18 09:28:46,84.199,0x0187,0,0,0x6001,0,65535,65535,1,29.2,7963,-4691,-4676,1,100,95,4438,4438,57,57,65535,0,8400,0x00E0,0,-13833,-7314,-18820,-9410,100,0x0187,0x0000,0x08,0x0044,0x4A,0x0100,0x0010,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,3981,3982,0,0,7963,7927,-4693,-4693,0,0,-1868,-1869,0,0,-3735,-3731,30.5,29.2,196.5,196.5,196.1,29.2,-273.2,29.2,4442,3212,4438,3205,5107,4440,3210,-111,-92,4437,3204,25.9,25.8,1000,1000,0,0,0,0,0,0,1,2,1,1,0,0,82,35,51,0,0,108,86,0,352,400,0,0,5252,5230,0,0,0,0,0,0,-3499,268,10.0,18000,40,56,0,0,0,0,0,0,0,0,0,0,0,4727,3502,1270,SUCCESS
22,2025-07-18 09:28:50,88.205,0x0187,0,0,0x6001,0,65535,65535,1,29.3,7959,-4691,-4680,1,100,95,4438,4438,57,57,65535,0,8400,0x00E0,0,-13825,-7311,-18820,-9410,100,0x0187,0x0000,0x08,0x0044,0x4A,0x0100,0x0010,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,3979,3980,0,0,7959,7922,-4687,-4691,0,0,-1865,-1867,0,0,-3733,-3732,30.6,29.3,196.5,196.5,196.4,29.3,-273.2,29.3,4437,3208,4438,3205,5102,4435,3206,-111,-92,4437,3204,25.9,25.8,1000,1000,0,0,0,0,0,0,1,2,1,1,0,0,85,35,51,0,0,113,90,0,352,400,0,0,5252,5230,0,0,0,0,0,0,-3494,268,10.0,18000,40,56,0,0,0,0,0,0,0,0,0,0,0,4727,3502,1205,SUCCESS
23,2025-07-18 09:28:54,92.218,0x0187,0,0,0x6001,0,65535,65535,1,29.4,7956,-4690,-4682,1,100,95,4432,4438,57,57,65535,0,8400,0x00E0,0,-13816,-7306,-18820,-9410,100,0x0187,0x0000,0x08,0x0044,0x4A,0x0100,0x0010,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,3978,3978,0,0,7956,7920,-4690,-4692,0,0,-1866,-1866,0,0,-3732,-3732,30.7,29.4,196.5,196.1,196.1,29.4,-273.2,29.4,4431,3203,4438,3205,5097,4430,3202,-111,-92,4437,3204,25.9,25.8,1000,1000,0,0,0,0,0,0,1,2,1,1,0,0,89,35,51,0,0,118,94,0,352,400,0,0,5252,5230,0,0,0,0,0,0,-3489,268,10.0,18000,40,56,0,0,0,0,0,0,0,0,0,0,0,4727,3502,1219,SUCCESS
24,2025-07-18 09:28:58,96.229,0x0187,0,0,0x6001,0,65535,65535,1,29.5,7953,-4690,-4684,1,100,95,4427,4438,57,57,65535,0,8400,0x00E0,0,-13810,-7303,-18820,-9410,100,0x0187,0x0000,0x08,0x0044,0x4A,0x0100,0x0010,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,3976,3977,0,0,7953,7916,-4688,-4692,0,0,-1864,-1866,0,0,-3729,-3732,30.9,29.5,196.5,196.1,194.6,29.5,-273.2,29.5,4426,3199,4438,3205,5092,4425,3198,-111,-92,4437,3204,25.9,25.8,1000,1000,0,0,0,0,0,0,1,2,1,1,0,0,93,35,51,0,0,123,98,0,352,400,0,0,5252,5230,0,0,0,0,0,0,-3483,268,10.0,18000,40,56,0,0,0,0,0,0,0,0,0,0,0,4727,3502,1212,SUCCESS
25,2025-07-18 09:29:02,100.241,0x0187,0,0,0x6001,0,65535,65535,1,29.6,7950,-4691,-4686,1,100,94,4422,4438,57,57,65535,0,8400,0x00E0,0,-13803,-7299,-18820,-9410,100,0x0187,0x0000,0x08,0x0044,0x4A,0x0100,0x0010,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,3974,3975,0,0,7950,7911,-4694,-4692,0,0,-1865,-1865,0,0,-3729,-3731,31.0,29.6,196.3,196.1,196.1,29.6,-273.2,29.6,4421,3195,4438,3205,5086,4419,3193,-111,-92,4437,3204,25.9,25.8,1000,1000,0,0,0,0,0,0,1,2,1,1,0,0,98,35,51,0,0,129,103,0,352,400,0,0,5252,5230,0,0,0,0,0,0,-3478,268,10.0,18000,40,56,0,0,0,0,0,0,0,0,0,0,0,4727,3502,1260,SUCCESS
26,2025-07-18 09:29:06,104.248,0x0187,0,0,0x6001,0,65535,65535,1,29.7,7947,-4691,-4687,1,100,94,4417,4438,56,57,65535,0,8400,0x00E0,0,-13797,-7297,-18820,-9410,100,0x0187,0x0000,0x08,0x0044,0x4A,0x0100,0x0010,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,3973,3974,0,0,7945,7911,-4690,-4689,0,0,-1863,-1863,0,0,-3727,-3730,31.1,29.7,196.1,196.3,196.3,29.7,-273.2,29.7,4416,3191,4438,3205,5081,4414,3189,-111,-92,4437,3204,25.9,25.8,1000,1000,0,0,0,0,0,0,1,2,1,1,0,0,102,35,51,0,0,134,107,0,352,400,0,0,5252,5230,0,0,0,0,0,0,-3473,268,10.0,18000,40,56,0,0,0,0,0,0,0,0,0,0,0,4727,3502,1266,SUCCESS
27,2025-07-18 09:29:10,108.251,0x0187,0,0,0x6001,0,65535,65535,1,29.8,7944,-4690,-4688,1,100,94,4411,4438,56,56,65535,0,8400,0x00E0,0,-13795,-7296,-18820,-9410,100,0x0187,0x0000,0x08,0x0044,0x4A,0x0100,0x0010,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,3972,3972,0,0,7944,7905,-4693,-4688,0,0,-1864,-1862,0,0,-3726,-3729,31.2,29.8,197.5,196.1,196.3,29.8,-273.2,29.8,4410,3187,4438,3205,5076,4409,3185,-111,-92,4437,3204,25.9,25.8,1000,1000,0,0,0,0,0,0,1,2,1,1,0,0,105,35,51,0,0,139,111,0,352,400,0,0,5252,5230,0,0,0,0,0,0,-3468,268,10.0,18000,40,56,0,0,0,0,0,0,0,0,0,0,0,4727,3502,1201,SUCCESS
